w : 787;40,198;342,751;-128,987
w : 788;44,968;343,065;-127,2
w : 789;49,61501;343,288;-126,101
w : 790;55,06;343,6;-125,305
w : 791;59,785;343,6;-124,862
w : 792;65,75;343,78;-124,125
w : 793;69,717;343,78;-123,471
w : 794;74,692;343,78;-122,443
w : 795;79,131;343,83;-121,461
w : 796;87,8;343,95;-119,525
w : 797;95,96;343,94;-118,125
w : 798;108,38;344,04;-116,155
w : 799;121,96;344,18;-114,295
w : 800;133;344,25;-112,975
w : 801;141,375;344,19;-112,059
w : 802;145,102;344,19;-111,799
w : 803;148,776;343,69;-111,831
w : 804;151,555;343,4;-111,871
w : 805;153,098;343,187;-112,301
w : 806;155,846;342,778;-113,959
w : 807;158,221;342,987;-115,429
w : 808;159,546;342,987;-116,297
w : 809;402,354;342,008;-199,834
w : 810;401,379;342,008;-202,104
w : 811;393,8;342,008;-216,895
w : 812;388,55;342,008;-226,815
w : 813;382,84;341,95;-238,165
w : 814;376,84;342,03;-250,915
w : 815;375,431;342,03;-253,765
w : 816;374,766;342,03;-256,278
w : 817;375,73;342,03;-258,548
w : 818;373,813;342,03;-258,57
w : 819;371,666;342,03;-262,832
w : 820;359,036;342,03;-289,116
w : 821;351,68;342,03;-305,635
w : 822;346,91;342,03;-314,785
w : 823;338,85;341,73;-328,755
w : 824;331,69;341,57;-342,055
w : 825;323,52;341,65;-359,215
w : 826;320,16;341,59;-366,115
w : 827;318,873;341,59;-368,317
w : 828;317,358;341,59;-369,268
w : 829;314,627;341,59;-368,116
w : 830;310,843;341,594;-366,544
w : 831;306,889;341,594;-365,424
w : 832;301,365;341,986;-364,186
w : 833;297,065;341,8;-362,989
w : 834;294,441;341,8;-361,867
w : 835;292,263;341,8;-360,254
w : 836;291,634;341,8;-358,656
w : 837;290,501;341,8;-350,395
w : 838;290,647;341,8;-348,53
w : 839;292,073;341,73;-345,292
w : 840;302,31;341,73;-323,325
w : 841;314;341,73;-299,035
w : 842;323,68;341,73;-278,125
w : 843;333,8;341,73;-257,505
w : 844;339;341,73;-246,805
w : 845;339,977;341,73;-244,679
w : 846;341,613;341,73;-243,816
w : 847;344,162;341,73;-244,693
w : 848;340,074;341,73;-243,07
w : 849;339,362;341,73;-240,836
w : 850;337,636;341,73;-238,8
w : 851;346,25;341,73;-245,685
w : 852;359,28;341,93;-251,855
w : 853;371,03;342,23;-257,415
w : 854;372,745;342,23;-258,895
w : 855;372,912;342,212;-260,25
w : 856;373,48;342,212;-257,79
w : 857;375,348;342,212;-257,68
w : 858;377,397;342,212;-256,773
w : 859;378,963;342,212;-255,195
w : 860;380,243;342,082;-252,232
w : 861;387,11;341,976;-237,795
w : 862;393,14;341,976;-226,045
w : 863;396,84;341,976;-218,785
w : 864;400,542;341,976;-211,461
w : 865;404,055;341,976;-204,472
w : 866;405,407;341,976;-202,018
w : 867;407,268;342,158;-200,605
w : 868;414,378;342,172;-184,7
w : 869;417,291;342,204;-178,023
w : 870;419,725;341,897;-172,96
w : 871;422,997;341,135;-168,218
w : 872;426,761;340,321;-164,657
w : 873;430,94;339,37;-161,625
w : 874;436,75;338,45;-158,245
w : 875;443,52;337,51;-154,345
w : 876;448,91;336,83;-150,955
w : 877;453,37;336,18;-147,125
w : 878;457,25;335,55;-142,775
w : 879;460,42;335,06;-138,445
w : 880;463,05;334,46;-134,225
w : 881;464,56;334,19;-130,655
w : 882;465,3;333,65;-126,715
w : 883;465,39;332,9;-122,515
w : 884;464,664;332,419;-118,603
w : 885;463,148;331,978;-115,02
w : 886;460,64;331,52;-111,845
w : 887;457,18;330,95;-108,565
w : 888;454,25;330,55;-106,735
w : 889;450,85;330,3;-105,175
w : 890;445,19;329,75;-103,235
w : 891;438,56;329,14;-100,865
w : 892;433,533;328,58;-98,7
w : 893;430,058;327,705;-96,351
w : 894;428,035;326,948;-94,29599
w : 895;426,867;326,085;-92,54099
w : 896;426,315;325,155;-90,49399
w : 897;426,511;324,051;-88,088
w : 898;427,494;323,307;-85,67599
w : 899;428,925;322,315;-83,30899
w : 900;430,767;321,66;-80,71599
w : 901;432,894;320,912;-78,55298
w : 902;435,033;320,221;-76,92299
w : 903;437,548;319,438;-75,92401
w : 904;440,86;318,874;-75,31799
w : 905;444,684;318,137;-75,23199
w : 906;447,871;317,666;-75,474
w : 907;451,616;317,06;-76,23001
w : 908;455,695;316,402;-77,70299
w : 909;460,039;315,857;-79,40399
w : 910;464,771;315,016;-80,75299
w : 911;470,139;314,523;-81,823
w : 912;475,017;314,121;-82,39499
w : 913;481,172;313,641;-82,53899
w : 914;488,077;313,072;-81,98199
w : 915;493,691;312,727;-81,46399
w : 916;497,72;312,351;-80,46899
w : 917;501,1;312,008;-79,43799
w : 918;504,705;311,557;-77,78999
w : 919;507,659;310,925;-75,903
w : 920;509,986;310,379;-73,89
w : 921;512,519;309,641;-70,944
w : 922;514,648;309,042;-67,50699
w : 923;515,883;308,491;-64,49799
w : 924;516,922;307,733;-59,91499
w : 925;517,593;307,275;-55,87199
w : 926;517,92;307,128;-51,12099
w : 927;517,85;307,14;-46,59499
w : 928;517,533;307,122;-43,73599
w : 929;518,092;307,122;-42,15199
w : 930;519,309;307,245;-40,808
w : 931;520,653;307,279;-38,743
w : 932;521,13;307,279;-36,04799
w : 933;520,595;307,279;-33,739
w : 934;519,31;307,279;-31,75499
w : 935;517,03;307,279;-30,185
w : 936;514,631;307,279;-29,81699
w : 937;512,92;307,279;-30,05499
w : 938;515,64;307,279;-42,89499
w : 939;197,476;341,928;-238,387
w : 940;202,225;341,686;-237,307
w : 941;245,38;341,686;-227,395
w : 942;255,195;341,686;-225,02
w : 943;266,171;341,686;-222,287
w : 944;271,46;341,686;-221,235
w : 945;277,458;341,686;-220,58
w : 946;282,235;342,006;-219,629
w : 947;285,639;341,924;-218,41
w : 948;288,781;341,924;-217,207
w : 949;290,599;341,924;-217,202
w : 950;293,052;341,924;-219,167
w : 951;296,55;341,924;-222,095
w : 952;299,727;341,924;-223,859
w : 953;305,75;341,924;-227,075
w : 954;316,08;341,924;-232,055
w : 955;333,78;341,924;-240,145
w : 956;336,017;341,924;-241,205
w : 957;336,888;341,924;-242,422
w : 958;336,755;341,924;-243,725
w : 959;330,94;341,924;-255,555
w : 960;321,1;341,924;-275,245
w : 961;310,58;341,924;-297,875
w : 962;299,07;341,924;-321,695
w : 963;288,55;341,924;-344,175
w : 964;287,25;341,924;-347,125
w : 965;286,015;341,924;-348,471
w : 966;341,744;341,924;-240,771
w : 967;339,369;341,924;-241,516
w : 968;103,705;341,924;-248,515
w : 969;105,107;341,924;-246,453
w : 970;103,119;341,924;-250,562
w : 971;103,848;341,924;-251,767
w : 972;107,24;341,924;-266,325
w : 973;113,27;341,924;-291,935
w : 974;120,5;341,924;-321,265
w : 975;122,19;341,924;-328,335
w : 976;122,78;341,924;-331,145
w : 977;123,73;341,924;-332,945
w : 978;125,79;341,924;-334,035
w : 979;128,84;341,924;-334,495
w : 980;130,95;341,924;-334,345
w : 981;141,13;341,924;-331,865
w : 982;200,76;341,924;-317,145
w : 983;207,083;341,924;-315,662
w : 984;208,864;341,924;-316,022
w : 985;210,486;341,924;-314,703
w : 986;211,878;341,924;-313,277
w : 987;212,66;341,924;-311,196
w : 988;210,62;341,924;-302,325
w : 989;208,5;341,924;-293,175
w : 990;205,04;341,924;-278,575
w : 991;204,35;341,924;-275,535
w : 992;202,36;341,924;-267,475
w : 993;198,07;341,924;-250,475
w : 994;195,933;341,924;-241,801
w : 995;196,13;341,924;-239,934
w : 996;195,191;341,924;-239,605
w : 997;193,615;341,924;-238,131
w : 998;204,878;341,924;-273,834
w : 999;206,238;341,924;-272,797
w : 1000;219,23;341,924;-270,395
w : 1001;228,27;341,924;-268,575
w : 1002;231,731;341,924;-267,492
w : 1003;235,48;341,924;-265,365
w : 1004;242,27;341,924;-260,255
w : 1005;245,98;341,924;-256,885
w : 1006;247,24;341,924;-254,995
w : 1007;254,15;341,924;-239,915
w : 1008;254,83;341,924;-236,745
w : 1009;254,8;341,924;-234,585
w : 1010;254,29;341,924;-232,105
w : 1011;253,09;341,924;-228,015
w : 1012;253,498;341,924;-226,055
w : 1013;252,111;341,924;-226,539
w : 1014;250,744;341,924;-225,205
w : 1015;248,063;341,924;-224,196
w : 1016;250,58;341,924;-222,635
w : 1017;249,59;341,924;-224,215
w : 1018;249,187;341,924;-226,356
w : 1019;249,899;341,924;-229,995
w : 1020;250,86;341,924;-233,585
w : 1021;251,144;341,924;-235,503
w : 1022;250,696;341,924;-237,644
w : 1023;249,616;341,924;-240,706
w : 1024;244,82;341,924;-251,395
w : 1025;243,85;341,924;-253,165
w : 1026;242,31;341,924;-255,175
w : 1027;233,49;341,924;-262,135
w : 1028;230,53;341,924;-263,835
w : 1029;227,38;341,924;-264,805
w : 1030;205,238;341,924;-269,381
w : 1031;203,741;341,924;-269,218
w : 1032;203,455;341,924;-270,105
w : 1033;202,264;341,924;-271,951
w : 1034;200,645;341,924;-271,007
w : 1035;203,035;341,924;-272,447
w : 1036;279,468;341,924;-352,879
w : 1037;278,404;341,924;-353,779
w : 1038;277,293;341,924;-354,038
w : 1039;274,546;341,924;-354,151
w : 1040;271,835;341,924;-354,859
w : 1041;268,427;341,924;-356,574
w : 1042;261,48;341,924;-360,445
w : 1043;258,5;341,924;-361,955
w : 1044;253,95;341,924;-363,405
w : 1045;247,93;341,924;-364,675
w : 1046;230,757;341,924;-367,714
w : 1047;228,12;341,924;-368,19
w : 1048;226,487;341,924;-367,779
w : 1049;225,811;341,924;-365,765
w : 1050;224,355;341,553;-358,676
w : 1051;218,105;341,924;-332,736
w : 1052;214,509;341,833;-318,57
w : 1053;101,26;341,833;-226,355
w : 1054;95,43;341,833;-203,235
w : 1055;88,71;341,833;-177,495
w : 1056;86,55;341,833;-168,985
w : 1057;81,93;342,21;-149,515
w : 1058;80,781;342,101;-144,245
w : 1059;79,419;343,09;-138,022
w : 1060;78,36;344,003;-132,935
w : 1061;76,56;343,86;-125,215
w : 1062;76,959;343,86;-123,062
w : 1064;74,72;343,86;-122,025
w : 1065;71,67;343,86;-120,135
w : 1066;75,503;343,86;-118,652
w : 1067;73,626;343,86;-120,724
w : 1068;72,756;343,86;-123,565
w : 1069;73,379;343,874;-126,591
w : 1070;75,079;343,81;-134,002
w : 1071;75,791;343,39;-138,408
w : 1072;77,06;341,98;-144,155
w : 1073;78,48;341,96;-150,555
w : 1074;83,31;341,96;-171,545
w : 1075;88,07;341,96;-189,565
w : 1076;91,8;341,96;-204,095
w : 1077;97,771;341,96;-227,521
w : 1078;101,056;341,96;-241,453
w : 1079;101,829;341,96;-244,657
w : 1080;101,257;341,96;-245,934
w : 1081;102,855;341,96;-246,252
w : 1082;104,76;341,96;-247,495
w : 1083;106,81;341,96;-248,065
w : 1084;52,73;341,96;-264,229
w : 1085;57,08;341,96;-281,355
w : 1086;68,63;341,96;-327,555
w : 1087;73,64;341,96;-347,865
w : 1088;74,86;341,96;-351,655
w : 1089;76,95;341,96;-355,415
w : 1090;79,55;341,96;-358,345
w : 1091;82,59;341,96;-360,415
w : 1092;86,156;341,96;-361,276
w : 1093;90,22;341,96;-361,575
w : 1094;95,99;341,96;-361,145
w : 1095;100,52;341,96;-360,305
w : 1096;123,943;341,96;-354,511
w : 1097;126,423;341,96;-353,904
w : 1098;128,186;341,96;-352,927
w : 1099;129,869;341,96;-351,083
w : 1100;130,494;341,96;-349,244
w : 1101;130,32;341,96;-347,025
w : 1102;128,28;341,96;-337,725
w : 1103;128,815;341,96;-335,765
w : 1104;126,23;341,96;-329,665
w : 1105;121,06;341,96;-308,445
w : 1106;116,71;341,96;-290,965
w : 1107;110,46;341,96;-264,925
w : 1108;109,59;341,96;-260,995
w : 1109;110,127;341,96;-259,238
w : 1110;112,19;341,96;-258,265
w : 1111;122,64;341,96;-255,935
w : 1112;189,422;341,96;-240,572
w : 1113;191,425;341,96;-240,814
w : 1114;124,103;341,96;-336,546
w : 1115;126,537;341,96;-346,259
w : 1116;127,055;341,96;-348,797
w : 1117;126,255;341,96;-349,995
w : 1118;120,896;341,96;-351,581
w : 1119;101,27;341,96;-356,385
w : 1120;95,436;341,96;-357,328
w : 1121;90,831;341,96;-357,89
w : 1122;87,02299;341,96;-357,744
w : 1123;84,27299;341,96;-356,88
w : 1124;82,19;341,96;-355,503
w : 1125;79,902;341,96;-352,718
w : 1126;78,299;341,96;-349,871
w : 1127;76,843;341,96;-345,939
w : 1128;65,09;341,96;-297,765
w : 1129;56,95399;341,96;-265,872
w : 1130;56,48;341,96;-262,915
w : 1131;128,233;341,96;-354,301
w : 1132;128,676;341,96;-355,999
w : 1133;129,918;341,96;-360,457
w : 1134;131,204;341,96;-363,584
w : 1135;134,179;341,96;-372,266
w : 1136;135,79;341,96;-375,425
w : 1137;138,12;341,96;-378,085
w : 1138;141,59;341,96;-380,335
w : 1139;145,33;341,96;-381,735
w : 1140;150,08;341,96;-383,045
w : 1141;155,36;341,96;-383,925
w : 1142;159,65;341,96;-384,215
w : 1143;164,71;341,96;-383,925
w : 1144;170,51;341,96;-383,255
w : 1145;184,75;341,96;-380,635
w : 1146;200,53;341,96;-377,595
w : 1147;219,8;341,96;-373,765
w : 1148;223,222;341,96;-372,73
w : 1149;225,464;341,96;-371,163
w : 1150;225,878;341,96;-368,499
w : 1151;222,39;341,96;-369,025
w : 1152;220,542;341,96;-369,952
w : 1153;212,153;341,96;-371,746
w : 1154;198,36;341,96;-374,535
w : 1155;178,95;341,96;-377,955
w : 1156;167,16;341,96;-380,005
w : 1157;161,39;341,96;-380,455
w : 1158;154,95;341,96;-380,195
w : 1159;149,76;341,96;-379,215
w : 1160;144,84;341,96;-377,755
w : 1161;141,292;341,96;-375,991
w : 1162;139,154;341,96;-373,526
w : 1163;137,582;341,96;-370,93
w : 1164;135,961;341,96;-366,297
w : 1165;133,42;341,96;-359,445
w : 1166;131,97;341,96;-354,185
w : 1167;130,51;341,96;-352,225
w : 1168;127,769;341,96;-351,06
w : 1169;124,17;341,96;-350,955
